text,target,category,polarity
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",lezzet kalitesi,FOOD#QUALITY,negative
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",manzara,AMBIENCE#GENERAL,positive
"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip.",garsonlara,SERVICE#GENERAL,negative
Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,müşteri,SERVICE#GENERAL,negative
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,Hamburgerlerini,FOOD#QUALITY,positive
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,,RESTAURANT#GENERAL,negative
Bir kez daha sans vereceğim.,,RESTAURANT#GENERAL,neutral
"Servisi bazen iyi, bazen kötü.",Servisi,SERVICE#GENERAL,neutral
Mekan tasarımı iyi.,Mekan tasarımı,AMBIENCE#GENERAL,positive
Ikisi de birbirinden lezzetli.,Ikisi de,FOOD#QUALITY,positive
Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,Tavuk Gögsü'nü,FOOD#QUALITY,positive
) Bu arada hizli servis için tesekkür ediyoruz.,servis,SERVICE#GENERAL,positive
Tatli krizi ancak böyle sahane bastirilabilirdi.,Tatli,FOOD#QUALITY,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,ilgi,SERVICE#GENERAL,neutral
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,fiyatlar,RESTAURANT#PRICES,negative
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,,RESTAURANT#GENERAL,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,mekan,RESTAURANT#GENERAL,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,içecekler,DRINKS#QUALITY,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,kuzu bonfilesi,FOOD#QUALITY,positive
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,konumu,LOCATION#GENERAL,positive
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,fiyatlar,RESTAURANT#PRICES,negative
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,mekan,AMBIENCE#GENERAL,negative
Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,Servisi,SERVICE#GENERAL,negative
Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,yemekleri,FOOD#QUALITY,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",kebaplari,FOOD#QUALITY,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",garsonu,SERVICE#GENERAL,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",fiyatiyla,RESTAURANT#PRICES,negative
Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,isletmenin,RESTAURANT#GENERAL,negative
Herseyi birakin manzarasi yeter zaten.,manzarasi,AMBIENCE#GENERAL,positive
Denize sifir hatta oyle ki gecen gemilerden dolayi olusan dalgalar sizi islatir mi acaba diye bir korkuya kapiliyorsunuz ;) kahve ic manzarayi yani bogazi seyret yetti de artti bile.,manzarayi,AMBIENCE#GENERAL,positive
Sadece manzarası başka bence artı değeri yok.,manzarası,AMBIENCE#GENERAL,positive
Sadece manzarası başka bence artı değeri yok.,,RESTAURANT#GENERAL,negative
O da eğer yer bulabilirseniz.,yer,SERVICE#GENERAL,negative
Çalışanları çok kaba.,Çalışanları,SERVICE#GENERAL,negative
Sizi saatlerce sırada bekletip önünüze başkalarını alabiliyor.,sırada,SERVICE#GENERAL,negative
Passion fruit'lu dondurması ve içeceğini beğendim.,içeceğini,DRINKS#QUALITY,positive
Passion fruit'lu dondurması ve içeceğini beğendim.,Passion fruit'lu dondurması,FOOD#QUALITY,positive
Aşşk-ı Memnu vasat bir tada sahip bence.,Aşşk-ı Memnu,FOOD#QUALITY,neutral
Bir daha gider miyim?,,RESTAURANT#GENERAL,neutral
Fena değil ama menemen için fiyat yüksek.,menemen,FOOD#QUALITY,neutral
Fena değil ama menemen için fiyat yüksek.,fiyat,FOOD#PRICES,negative
"Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter.",porsiyon,FOOD#STYLE_OPTIONS,positive
Çok sulu olduğu için zaten bol ekmekle yeniyor.,,FOOD#STYLE_OPTIONS,neutral
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,mekan,AMBIENCE#GENERAL,positive
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,ic mekan konseptiyle,AMBIENCE#GENERAL,positive
Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,sıra,SERVICE#GENERAL,negative
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",aşk-ı memnu'yu,FOOD#QUALITY,positive
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",Mekan,AMBIENCE#GENERAL,positive
"Servis sıkıntılıydı, sevemedim.",Servis,SERVICE#GENERAL,negative
Ayrıca bahsettiğim meşhur tatlı 21 tl,tatlı,FOOD#PRICES,neutral
Aslında doymuştuk ama gözümüzün açlığından patatesli mantısını da denedik gayet iyiydi ama ekstra bir özelliği yoktu.,patatesli mantısını,FOOD#QUALITY,neutral
İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,çalışanlarında,SERVICE#GENERAL,negative
İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,kokuyordu,AMBIENCE#GENERAL,negative
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,,RESTAURANT#GENERAL,negative
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,Fıccın'ın,RESTAURANT#GENERAL,positive
Fiyatlar gayet uygun.,Fiyatlar,RESTAURANT#PRICES,positive
Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı.,yerlerden,RESTAURANT#GENERAL,negative
Menemeni güzel denebilir.,Menemeni,FOOD#QUALITY,positive
Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin.,kahvaltı,FOOD#STYLE_OPTIONS,negative
Zengini buysa normali nasıl olur.,,FOOD#STYLE_OPTIONS,negative
Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,yer,RESTAURANT#GENERAL,negative
Bu kadar popülersin o kötü durumdaki mekanı tadilattan geçirmek çok mu zor.,mekanı,AMBIENCE#GENERAL,negative
Adıyla meşhur menemen yiyeyim dedim domates kabuğu ayıklamaktan hiçbir şey anlamadım.,menemen,FOOD#QUALITY,negative
O kabukları soymak ne kadar zor ki?,kabukları,FOOD#STYLE_OPTIONS,negative
Sucuklu yumurtasında da sucuklar fazla pişmişti.,Sucuklu yumurtasında,FOOD#QUALITY,negative
Herşeyine kefil Olduğum bir mekan.,mekan,RESTAURANT#GENERAL,positive
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,tadı,FOOD#QUALITY,positive
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,Garsonlarından,SERVICE#GENERAL,positive
"Adı üzerinde ""menemeni"" ile ünlü, sıcak, samimi, esnaf restoranı.",esnaf restoranı,AMBIENCE#GENERAL,positive
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",balı,FOOD#QUALITY,positive
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",çayı,DRINKS#QUALITY,negative
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",Menemeni,FOOD#QUALITY,positive
Karşısında da lokantası bulunuyor ama ben size derim ki gidin menemen ve bal kaymakla güzel bir kahvaltı yapın.,kahvaltı,FOOD#QUALITY,positive
"Fiyatlar da gayet uygun, ortalamanın altında.",Fiyatlar,RESTAURANT#PRICES,positive
"Sampi, avarajda olsa da, otobüs yolculuğu yapanların mutlaka uğradığı yerdir.",Sampi,RESTAURANT#GENERAL,neutral
"Pideleri çeşitli, daha çok Karadeniz pidesi türünde.",Pideleri,FOOD#STYLE_OPTIONS,positive
"Özellikle gitmekten öte, denk gelince gidileceklerden bence.",,RESTAURANT#GENERAL,neutral
Happy moon's ların yüz karası.,Happy moon's,RESTAURANT#GENERAL,negative
Çalışanlar çok kötü.,Çalışanlar,SERVICE#GENERAL,negative
Lezzet sıfır.,Lezzet,FOOD#QUALITY,negative
Menüde alkol bulundurmayan tek gereksiz happy moon's.,alkol,DRINKS#STYLE_OPTIONS,negative
Olduğu sokaktaki siz masada yemek yerken ki yanınıza yapışanlarla da mücedele edemesi cabası.,sokaktaki,LOCATION#GENERAL,negative
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,sahlep,AMBIENCE#GENERAL,positive
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,kütük evde,AMBIENCE#GENERAL,positive
Aparatifleri de açliginizi yaristirmak için birebirdir.,Aparatifleri,FOOD#QUALITY,positive
Nargilesi de mevcut olan mekan genelde hep doludur.,Nargilesi,DRINKS#STYLE_OPTIONS,positive
Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,tereyagli pilavi,FOOD#QUALITY,positive
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,Kuru,FOOD#QUALITY,positive
Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,içindeki yagin,FOOD#QUALITY,negative
Bu lezzetlerin yaninda verilen küçük aci biberler bence sofranin favorisi.,küçük aci biberler,FOOD#STYLE_OPTIONS,positive
((( hayal kirikligi - Uzunlar'a ilk gittigimdeki tadi ikinci gidisimde bulamadim...,tadi,FOOD#QUALITY,negative
Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,dürüm,FOOD#QUALITY,positive
Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,dürüm,FOOD#QUALITY,negative
"((( Mekanin kalabalik olmasindan mi kaynakliydi bu dikkatsizlik anlam veremedim, bu kadar övgü almasina ragmen böyle olumsuz bir durum ilginç geldi.",durum,RESTAURANT#GENERAL,negative
Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,Seyir terasi,AMBIENCE#GENERAL,positive
Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,yerlerden,AMBIENCE#GENERAL,positive
Manzarasi sakinlestirir ve huzur verir.,Manzarasi,AMBIENCE#GENERAL,positive
Personel ilgilidir.,Personel,SERVICE#GENERAL,positive
Burada kendinizi kötü hissetmezsiniz ve mutlu ayrilirsiniz.,Burada,RESTAURANT#GENERAL,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",fiyatlar,RESTAURANT#PRICES,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",yemekler,FOOD#QUALITY,positive
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",ortam,AMBIENCE#GENERAL,positive
Tek sorunu ulaşımı birazcık sıkıntılı.,ulaşımı,LOCATION#GENERAL,negative
Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık.,gireceğimizi,LOCATION#GENERAL,negative
Yemeğin ardından cafe ortamına devam edebilirsiniz.,cafe ortamına,AMBIENCE#GENERAL,positive
"Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var.","Tavla, okey gibi oyunları",RESTAURANT#GENERAL,positive
Gayet kullanışlı ve uygun.,,RESTAURANT#GENERAL,positive
Yazın daha da güzel olan mekan.,mekan,RESTAURANT#GENERAL,positive
en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,mekan,RESTAURANT#GENERAL,positive
Manzaradan kurtaran bir mekan.,Manzaradan,AMBIENCE#GENERAL,positive
Manzaradan kurtaran bir mekan.,mekan,RESTAURANT#GENERAL,negative
Pek sevmedim acikcasi.,,RESTAURANT#GENERAL,negative
Kofteleri de cok cok mukemmel degil.,Kofteleri,FOOD#QUALITY,neutral
Idare eder denilebilir.,,RESTAURANT#GENERAL,neutral
Guler yuz yok.,Guler yuz,SERVICE#GENERAL,negative
Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,,AMBIENCE#GENERAL,negative
Oturduğunuz sürece sürekli patlamış mısır getiriyorlar.,patlamış mısır,SERVICE#GENERAL,positive
Durmazsanız bir saat içinde yaklaşık 10 kase falan yiyebilirsiniz.,yiyebilirsiniz,FOOD#STYLE_OPTIONS,positive
Ayrıca en son Premier League maçlarını da veriyorlardı.,Premier League maçlarını,SERVICE#GENERAL,positive
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",mekan,AMBIENCE#GENERAL,negative
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",Kuru fasulyenin lezzetine,FOOD#QUALITY,positive
"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",fiyatlar,RESTAURANT#PRICES,positive
En nihayetinde kuru fasulyeci ancak ortam daha zevkli hale getirilebilir.,ortam,AMBIENCE#GENERAL,negative
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",ürünler,FOOD#QUALITY,neutral
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",Mekanin konumu,LOCATION#GENERAL,positive
"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",hizmet,SERVICE#GENERAL,neutral
- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,Anadolu hisarinda,LOCATION#GENERAL,positive
- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,,RESTAURANT#GENERAL,negative
Ben farkli zamanlarda gittim ama mekanin kimligi enerjisi bana hitap etmiyor...,mekanin kimligi enerjisi,RESTAURANT#GENERAL,negative
Mutlaka müdavimleri vardir ama beni çekmiyor.,,RESTAURANT#GENERAL,negative
Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,buradan,RESTAURANT#GENERAL,positive
Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,isletmeci,SERVICE#GENERAL,negative
Konum olarak aslinda çok güzel bir yerde.,Konum,LOCATION#GENERAL,positive
Belki mekanin üst kisminda otursaydik büyük bir ihtimal manzarada vardir ama biz maalesef otoparkta oturdugumuz için arabadan ve agaçtan bir sey göremedik.,otoparkta,AMBIENCE#GENERAL,negative
Sanirim ramazana özel bir uygulamaydi bu otoparkta masa.,otoparkta masa,AMBIENCE#GENERAL,neutral
Eger gidecekseniz özellikle mekanin üst katlarinda olmasini isteyin.,mekanin üst katlarinda,AMBIENCE#GENERAL,neutral
Lezzet konusunda da aman aman bir lezzeti yoktu.,Lezzet,FOOD#QUALITY,neutral
Manzarasi için giderim diyorsaniz denenebilir.,Manzarasi,AMBIENCE#GENERAL,positive
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",Içi,AMBIENCE#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",yer,RESTAURANT#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",personeli,SERVICE#GENERAL,negative
"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",servis eden,FOOD#STYLE_OPTIONS,negative
"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",servis,SERVICE#GENERAL,negative
"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",personel,SERVICE#GENERAL,negative
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,personeli,SERVICE#GENERAL,negative
Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,servis,SERVICE#GENERAL,negative
"Servis de personel de koca bir ""0""",personel,SERVICE#GENERAL,negative
"Servis de personel de koca bir ""0""",Servis,SERVICE#GENERAL,negative
servis yavastu .,servis,SERVICE#GENERAL,negative
garson a nie yavas oldugunu sordugumda 500 kisi var normaldir cvbini aldim.,garson,SERVICE#GENERAL,negative
kesinlikle tercih etmicem bi daha,,RESTAURANT#GENERAL,negative
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",mekan,AMBIENCE#GENERAL,negative
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",tadi,FOOD#QUALITY,negative
